text,is_depressed
I feel so alone even in a crowd 😞,1
Learning something new every day ✨,0
Feeling at peace with myself ❤️,0
I just want the pain to stop 😔,1
Learning something new every day 😊,0
Nothing brings me joy anymore 😞,1
It's all my fault #depression 😞,1
Learning something new every day #blessed 😊,0
Learning something new every day #depression 👍,0
Feeling energized and positive #mentalhealth ❤️,0
Why am I never good enough? 💔,1
Enjoying the little things in life 😁,0
I feel so alone even in a crowd 💔,1
Why am I never good enough? 😞,1
I can't see a future for myself 😢,1
Feeling at peace with myself 👍,0
Feeling energized and positive 😁,0
Thankful for all the good in my life ✨,0
It's all my fault 😔,1
Feeling energized and positive #depression 😁,0
Went for a walk and it lifted my spirits #mentalhealth 😁,0
Nothing brings me joy anymore 😔,1
Why am I never good enough? 😔,1
Thankful for all the good in my life 👍,0
Had a great day today 😁,0
I can't see a future for myself 😔,1
Nothing brings me joy anymore 😢,1
I can't see a future for myself 💔,1
Enjoying the little things in life 😄,0
Nothing brings me joy anymore 💔,1
Feeling energized and positive 😄,0
Thankful for all the good in my life #blessed 😄,0
Went for a walk and it lifted my spirits ❤️,0
Learning something new every day 😊,0
Making progress every day 😄,0
I can't stop crying 😭,1
Thankful for all the good in my life #life ✨,0
I feel so alone even in a crowd 😞,1
Feeling energized and positive 👍,0
Why am I never good enough? 😔,1
Went for a walk and it lifted my spirits #happy 😁,0
I'm so tired but I can't sleep #happy 😢,1
Enjoying the little things in life ❤️,0
I just want the pain to stop #gratitude 😔,1
Enjoying the little things in life 😁,0
I hate myself so much 😞,1
Feeling at peace with myself ✨,0
Thankful for all the good in my life ✨,0
Thankful for all the good in my life ✨,0
I hate myself so much 😢,1
Nothing brings me joy anymore 😔,1
I feel so alone even in a crowd 😢,1
Everyone would be better off without me 💔,1
Feeling energized and positive ✨,0
Enjoying the little things in life ❤️,0
I can't stop crying 😭,1
I'm so tired but I can't sleep #depression 😔,1
Thankful for all the good in my life #blessed ❤️,0
Got a promotion at work 😄,0
I'm so tired but I can't sleep 😔,1
Feeling energized and positive 😊,0
Learning something new every day ✨,0
I feel so alone even in a crowd 😞,1
I just want the pain to stop 😔,1
Why am I never good enough? 😔,1
Thankful for all the good in my life 😊,0
I hate myself so much 😞,1
Nothing brings me joy anymore 😞,1
I hate myself so much 😔,1
Enjoying the little things in life 😄,0
Feeling energized and positive #gratitude ❤️,0
Feeling energized and positive 😊,0
Everyone would be better off without me 💔,1
I just want the pain to stop #blessed 😔,1
Everyone would be better off without me 😞,1
I just want the pain to stop 😔,1
I'm so tired but I can't sleep #blessed 😔,1
I feel so alone even in a crowd 😔,1
Beautiful sunshine today ✨,0
Had a great day today ✨,0
Thankful for all the good in my life ❤️,0
Everyone would be better off without me #depression 😭,1
Went for a walk and it lifted my spirits 😄,0
Got a promotion at work #life 😊,0
Everyone would be better off without me #depression 😢,1
Feeling energized and positive #blessed 😁,0
I feel so alone even in a crowd 😔,1
I hate myself so much #mentalhealth 😭,1
Thankful for all the good in my life 👍,0
Went for a walk and it lifted my spirits 😁,0
I can't see a future for myself 😔,1
Beautiful sunshine today #mentalhealth 😁,0
Feeling energized and positive 😊,0
Thankful for all the good in my life 😄,0
Learning something new every day 😁,0
I feel so alone even in a crowd 💔,1
Beautiful sunshine today 😊,0
I hate myself so much #happy 😔,1
Learning something new every day ❤️,0
Thankful for all the good in my life #gratitude ✨,0
Thankful for all the good in my life 😁,0
It's all my fault 😔,1
It's all my fault 😭,1
Everyone would be better off without me 😢,1
Everyone would be better off without me 💔,1
Feeling at peace with myself 😄,0
Beautiful sunshine today #blessed 😁,0
Got a promotion at work #happy ❤️,0
I can't stop crying #mentalhealth 😔,1
Feeling energized and positive #mentalhealth 😄,0
Went for a walk and it lifted my spirits 😁,0
I just want the pain to stop 😔,1
Making progress every day 👍,0
I can't stop crying 😞,1
Thankful for all the good in my life #depression 👍,0
I can't see a future for myself 😭,1
I feel so alone even in a crowd #happy 😭,1
Got a promotion at work ❤️,0
I can't see a future for myself #blessed 😞,1
I'm so tired but I can't sleep #depression 😞,1
It's all my fault 💔,1
Everyone would be better off without me 💔,1
Beautiful sunshine today ✨,0
Making progress every day 👍,0
Went for a walk and it lifted my spirits 👍,0
Thankful for all the good in my life 😁,0
Learning something new every day 👍,0
Feeling energized and positive #depression 👍,0
I'm so tired but I can't sleep #depression 💔,1
Learning something new every day 😄,0
Making progress every day ✨,0
It's all my fault 😔,1
It's all my fault 😭,1
Why am I never good enough? 😔,1
Making progress every day 😊,0
It's all my fault 😞,1
Making progress every day #blessed 👍,0
I hate myself so much #mentalhealth 😞,1
Had a great day today ❤️,0
I'm so tired but I can't sleep #depression 😭,1
I can't stop crying 😔,1
I just want the pain to stop #life 💔,1
I feel so alone even in a crowd #happy 💔,1
I'm so tired but I can't sleep #life 💔,1
Everyone would be better off without me 💔,1
Got a promotion at work 👍,0
Went for a walk and it lifted my spirits #mentalhealth 😄,0
Went for a walk and it lifted my spirits 😁,0
Learning something new every day 😊,0
I hate myself so much #depression 💔,1
Enjoying the little things in life 👍,0
Learning something new every day 👍,0
Why am I never good enough? #depression 😢,1
Enjoying the little things in life 😊,0
Enjoying the little things in life #happy 👍,0
Got a promotion at work 👍,0
Had a great day today #blessed ✨,0
Thankful for all the good in my life 😁,0
Went for a walk and it lifted my spirits #gratitude 👍,0
I'm so tired but I can't sleep 💔,1
Making progress every day 😊,0
Learning something new every day 😊,0
Beautiful sunshine today ❤️,0
Why am I never good enough? #gratitude 😭,1
I just want the pain to stop #life 😔,1
I can't stop crying 😔,1
Got a promotion at work #blessed ❤️,0
Had a great day today 👍,0
Got a promotion at work 👍,0
Thankful for all the good in my life #mentalhealth 👍,0
Feeling energized and positive #depression 😊,0
Why am I never good enough? #depression 😔,1
Had a great day today 😄,0
I just want the pain to stop 😢,1
Went for a walk and it lifted my spirits #happy 😁,0
Why am I never good enough? 😔,1
Got a promotion at work ✨,0
I feel so alone even in a crowd 😢,1
Why am I never good enough? 😔,1
Had a great day today 😁,0
Enjoying the little things in life ❤️,0
Making progress every day #mentalhealth 😁,0
Went for a walk and it lifted my spirits ✨,0
Had a great day today ✨,0
Learning something new every day 👍,0
I can't see a future for myself 😢,1
I just want the pain to stop 😔,1
Everyone would be better off without me 💔,1
Feeling energized and positive ❤️,0
I can't stop crying #happy 😞,1
I'm so tired but I can't sleep 😔,1
Learning something new every day 👍,0
Got a promotion at work ✨,0
Feeling energized and positive 😊,0
I feel so alone even in a crowd #depression 💔,1
I just want the pain to stop 😔,1
I just want the pain to stop #depression 😭,1
Nothing brings me joy anymore 😔,1
Thankful for all the good in my life #blessed 😄,0
I just want the pain to stop 😢,1
Thankful for all the good in my life 😁,0
Beautiful sunshine today ✨,0
Went for a walk and it lifted my spirits 😄,0
It's all my fault 😞,1
Feeling energized and positive #blessed 👍,0
I just want the pain to stop 😭,1
Beautiful sunshine today #depression ✨,0
I feel so alone even in a crowd 😔,1
It's all my fault 😔,1
Feeling at peace with myself ❤️,0
I hate myself so much #life 😞,1
I can't see a future for myself 💔,1
Beautiful sunshine today #mentalhealth 😄,0
Thankful for all the good in my life 😁,0
Everyone would be better off without me 😭,1
Beautiful sunshine today 😊,0
I feel so alone even in a crowd 😞,1
Feeling energized and positive 😊,0
Everyone would be better off without me 😔,1
I'm so tired but I can't sleep #gratitude 😔,1
Got a promotion at work 😄,0
I feel so alone even in a crowd 😭,1
It's all my fault 💔,1
I hate myself so much 💔,1
I hate myself so much #gratitude 😔,1
I feel so alone even in a crowd 😭,1
Nothing brings me joy anymore #blessed 😔,1
Making progress every day ❤️,0
I can't see a future for myself 😔,1
Nothing brings me joy anymore 😞,1
Feeling at peace with myself 👍,0
I can't stop crying 😞,1
Feeling at peace with myself 😁,0
Thankful for all the good in my life 😁,0
I can't see a future for myself 😞,1
I hate myself so much 😞,1
Enjoying the little things in life #life ✨,0
Feeling energized and positive 😊,0
Had a great day today ❤️,0
I just want the pain to stop #gratitude 💔,1
Thankful for all the good in my life ✨,0
Feeling energized and positive 😊,0
Beautiful sunshine today #gratitude 😊,0
I can't stop crying 💔,1
I can't stop crying 😢,1
Beautiful sunshine today 👍,0
Everyone would be better off without me 💔,1
Thankful for all the good in my life #depression 😄,0
I can't stop crying #happy 😞,1
Learning something new every day #blessed 😁,0
Nothing brings me joy anymore #blessed 😞,1
Nothing brings me joy anymore 💔,1
Beautiful sunshine today ❤️,0
I hate myself so much 😔,1
Learning something new every day #blessed ❤️,0
Enjoying the little things in life 😁,0
Feeling energized and positive #happy 😄,0
Feeling at peace with myself ✨,0
Went for a walk and it lifted my spirits ✨,0
Making progress every day ✨,0
I can't see a future for myself #gratitude 😔,1
I just want the pain to stop 😞,1
Thankful for all the good in my life 😄,0
Nothing brings me joy anymore #gratitude 😭,1
I'm so tired but I can't sleep 😢,1
Learning something new every day #depression ❤️,0
Went for a walk and it lifted my spirits ❤️,0
Nothing brings me joy anymore 😔,1
Making progress every day #mentalhealth 😄,0
Feeling energized and positive 😁,0
I can't see a future for myself #blessed 😞,1
Feeling at peace with myself #happy ✨,0
It's all my fault 😔,1
Everyone would be better off without me #happy 😞,1
Beautiful sunshine today 😊,0
I feel so alone even in a crowd #happy 😔,1
Got a promotion at work ❤️,0
Enjoying the little things in life 😁,0
Feeling energized and positive 👍,0
I can't stop crying #blessed 😢,1
I'm so tired but I can't sleep #mentalhealth 😔,1
Enjoying the little things in life #life ✨,0
I hate myself so much 😢,1
Got a promotion at work ❤️,0
I'm so tired but I can't sleep 😢,1
I hate myself so much 😔,1
I'm so tired but I can't sleep 💔,1
Beautiful sunshine today #gratitude ✨,0
Feeling at peace with myself 😄,0
Went for a walk and it lifted my spirits #life 😄,0
I can't stop crying 😢,1
Feeling at peace with myself 😁,0
Had a great day today 😊,0
Why am I never good enough? #mentalhealth 😢,1
I feel so alone even in a crowd #happy 😔,1
Had a great day today #blessed 😊,0
Why am I never good enough? #blessed 😭,1
Feeling at peace with myself ✨,0
Making progress every day 😊,0
Beautiful sunshine today 😁,0
Everyone would be better off without me #blessed 😞,1
Thankful for all the good in my life ✨,0
